variable,value
Column13,"  Chupam rochoch re k’axtok’ re’ xa k’a ch’uti ajxik’ chikopi’, xtaq k’el, xtaq kuyuch’ xulab’alib’ej, xekisüj richin nkïl apo achike xtib’anatäj"
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,  Ri alab’oni’ xkik’äm pe ri patan
Column13,
Column13,  Xa k’a xb’e’eleq’äx el kixet chaq’a’ kuma kime’al ajawa’
Column13,  Ri achijilonela’ man xeb’e ta
Column13,
Column13, Xqakamela’aj qi’ chuwäch Tepew
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,  Nïm ruwa kiq’ij
Column13,
Column13,
Column13,"  Xinchäp ri ajaw  Xulu’ K’atu’, po mani chïk kikowil ri ajawa’"
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,"   Xchup kiq’aq’al, kitepewal"
Column13,  Xe’el apo chi ri’
Column13,
Column13,
Column13,
Column13,
Column13,  Ke re’ k’a xq’aq’är wi ajaw K’iqab’
Column13,
Column13,
Column13,
Column13,
Column13,  Ke re’ xeb’e chrij ri ajaw ri ruk’ajola’
Column13,"  Ja ri’ ruk’ajola’ ri ajaw, xkitäq apo ri ajlab’al, ri achija’ richin ta nkikamisaj kitata’, ri ajaw K’iqab’"
Column13,
Column13,
Column13,
Column13,
Column13,  Xe jub’a’ xrajo’richin ta xkäm ri achin ruma ri Nimapam Xkakaw nujitz’aj
Column13,
Column13,
Column13,"  Lamyër rïx ïx nusamajela’, ïx nuchaq’, nunimal, nuwinäq"
Column13,
Column13,  Xkib’än jun ruxan ri tinamït rukusan tz’aläm
Column13,"  Kani konojel ri ajlab’al, ri wuqamaq’ xkixïm kitzij, xkiya’ kitzij richin ruto’ik ri qatinamit chi Iximche’"
Column13,
Column13,  Xtolob’äx kan Xe Chi Tuj
Column13,  Rije’  xkib’än jun k’ak’a’ kitinamit
Column13,
Column13,
Column13,
Column13,  Nima_Ajin ri ruwaq ruk’ajol
Column13,
Column13,
Column13,"  Chanin xel chi kikojol ri Kaqchikela’, xapon kuk’in ri K’iche’a’"
Column13,
Column13,"  K’a ri’ xkiweqoj ki’ chi ch’a’, chi pokob’, chi to’j, chi nimasimäj, chi ruxik’ q’uq’, ruxik’ raxon, ruxik’ lab’al"
Column13,"   Kani k’a xepopon ri ajawa’, xkipixab’aj ki’"
Column13,
Column13,
Column13,
Column13,  Qitzij nxib’in töq xe’el pe
Column13,
Column13,  Xeqakamisaj
Column13,
Column13,  
Column13,"  Konojel ri Kaqchikela’ xkito’ ki’, xekikamisaj ri kik’ulela’"
Column13,
Column13,
Column13,
Column13,"  Xecha’ k’a ri ajawa’ Oxlajuj Tz’i’, Kab’lajuj Tijax: “Qitzij wi pe chi itzel kik’u’x ri aj Tz’ikinajay, ri B’eleje’ Q’ij"
Column13,
Column13,
Column13,"  Ri Kab’lajuj Tijax, Oxlajuj Tz’i’ man xekiya’ ta ri Aqajal winäq chi kamïk"
Column13,
Column13,
Column13,
Column13,"  Xkik’üt kiti’ojil, xkik’üt kich’a’, kipokob’ chi kiwäch ri ajawa’"
Column13,
Column13,"  Xkisüj ki’ achi’el samajela’, to’onela’ chi ke juley taq ajawa’"
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,"  Ja rija’ kite’ rajpop achi’ Tz’i’an, B’alam"
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,  Man xek’atzin ta konojel
Column13,
Column13,  Chupam Tzupamjay xwär wi Tunatiw
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,  Xkitïj kiq’ij  ri winaqi’ kuma ri ajawa’
Column13,
Column13,
Column13,
Column13,
Column13,  Xkitïk simäj chupam ri jül richin ta nkiköl ki’ chi kiwäch ri kikej ri kastilan winäq
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13, Xa k’a xkikot Tunatiw chi ke ri ajawa’ töq xetz’et chïk kiwäch ruma Tunatiw
Column13,
Column13,  
Column13,
Column13,  Qitzij najin nxib’in Tunatiw
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,  Ja ri oxi’ tanaj ajyuq’ xeb’i’in chi qe
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,  Qitzij k’iya_poqon xojik’o wi pe
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,"  Jalajoj taq wachinäq xkik’äm pe ri ajawa’ richin ta nkitöj ri patan, richin ta nkimöl ri ruwi’ patan"
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,"  Xab’akuchi’ nqatz’ët re yab’il re’,  ïx nuk’ajol"
Column13,
Column13,  Ke re’ k’a e ch’aqa ajawa’
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,  Ja re k’ayewal re’ ri xchup ruma ri señor juez ruk’in rajtz’ib’
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,"” “Ütz k’a, ïx ajawa’,” xcha’ ri kastilan winäq"
Column13,
Column13,  Xk’oje’ jun chïk qach’a’oj
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,"  Waqxaqi’ taq tostones rajil ri juez, q’ij q’ij"
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,  Ja k’a ri ixöq waqi’ ik’ xk’oje’ chi ruq’a’ ri corregidor
Column13,
Column13,
Column13,
Column13,  Xya’öx chïk chi kiq’a’ ri justicia ri determinación ruma gobernador
Column13,
Column13,
Column13,
Column13," Röj qaya’on qatzij: Francisco Díaz; Esteban Martín; Gregorio, ruk’ajol fiscal; Diego Tz’islaq; Juan Tum; Juan Ajxit, ajtz’alm Aju’; Felipe Sik’; Martín Cruz; Andrés Rastun; Marcos Díaz; Miguel Läq; Diego, ruk’ajol Läq; Juan Pérez Xt’amer"
Column13,  Xkitz’ib’aj kan ri petición
Column13,"  Ruma b’a ok ri kolon pwäq, xunojij chi xa eleq’ xb’an"
Column13,  
Column13,  Ka’i’ juna’ xteral ja ri’ rutojb’al kimak
Column13,
Column13,
Column13,  Man ajilan ta jampe pwäq xkiya’ ri ajawa’
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,  Xeb’ano juramento chwäch corregidor Alonso Barrientos
Column13,  Xa xoqa ri ajaw
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,  Po ri padres wawe’ chi Tzolola’ xekikot richin rusamaj ri don Ambrosio
Column13,  Xeq’anawinaqïr ruma ma Barrientos
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13, Xinok pa ximob’äl jay
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,  K’a ri’ majun rumak xkina’ ri padres
Column13,"  Xa oxlajuj q’ij xk’oje’ chi kikojol ri nimajöb’, ri nima_ya’ pa raqän ya’"
Column13,
Column13,
Column13,
Column13,"  K’a ri’ chi ri q’ij ka’i’ No’j, ri juwinäq wuqu’ q’ij richin ri ik’ junio xapon jun chïk padre, jun franciscano"
Column13, Ri alcalde mayor xrajo’ chi manjun winäq nto’on richin ri padre
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,"  Ja k’a chi wuqu’ Kawoq xqakochij, xqasüj chi re ri Q’opoj rik’in ronojel qak’u’x"
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,  Xintöj kan
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column13,
Column14,
Column14,
Column14,
Column14,"  Manäq kik’ikel, manäq kiti’ojil,” xecha’ ri nab’ey qatata’, qamama’, ïx nuk’ajol"
Column14,
Column14,
Column14,
Column14,"  Qitzij nïm ruq'ij iwejqa'n, nïm iq'ij rïx"
Column14,  “Qitzij wi chi xamb’ey chïk xojel pe Pa Tulan
Column14,
Column14,
Column14,
Column14,"  “Mani niqak’owib’ej pe, manäq achojik’in yojtikïr yojik’o apo,” xuch’e’ëx, “Manäq ik’owem pa chuwi’ palow,” xecha’ k’a ri’ konojel ajlab’al, wuqamaq’ chi qichin"
Column14,"  Xa xojkolo qi’ pa ruchi’ kaqix,” xecha’"
Column14,  Xesolo chïk rukamul kaqän
Column14,  Xe re’ xukolb’ej pe ri’
Column14,
Column14,
Column14,"  Man xekowin ta xkich’ïj ri ab’äj chi ke’, man xek’owin ta nkisiloj, nkijotob’a’ ri wapal"
Column14," Ri saqb’in xuk’äm pe jun tzuy, jun tzara’"
Column14,
Column14,"  Töq xuya’ ri’, xcha’ k’a: “Ïx ajawa’, mani yinikamisaj!” “Achike rat k’a?” xuche’ëx"
Column14,
Column14,  Xa at qoyob’en
Column14,
Column14,"  E k’o qejqa’n chuqa’;  e k’o  chuqa’ qawinäq, qasamajela’,” xecha’ ri Iqomaq’i’"
Column14,  Xetaq konojel chuchapik Tolk’om
Column14,"”  Xa ruma ri’ nïm kipus, kinawal, kuchuq’a’"
Column14,"  Nab’ey xeb’e kich’a’, kisimaj konojel ri ajlab’al"
Column14,  Po xb’e apo ri Q’aq’awitz
Column14,
Column14,  Myër xqajäch qachoy
Column14,
Column14,
Column14,"  Töq xapon, rija’ xujiq’uj ajpopol, xrajo’ nok ajaw, nok ajpop"
Column14,"  Oxch’ob’ k’a chi amaq’ xe chi ri’: Sotz’il winäq, Kaqchikel winäq, Tuquche’ winäq, Ajaqal"
Column14,
Column14,"  Ja na wi pe ri qaq’u’, xa rij läy, xa saqikiy xqach’äy, xqab’atz’ij, xqakëm, xqaq’u’j, xqakusaj"
Column14,
Column14,
Column14,
Column14,  Yalab’ey Simajijay Motzorey xuche’ëx
Column14,"  Ke re’ re k’ojlib’al re’ xub’ina’aj wi Pan Che’, Chi Q’ojom"
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,  Chi la k’a releb’al q’ij xpwaqïx wi pe kixet
Column14,
Column14,  Xb’ekisela’ el kixet ruloman e warinäq
Column14,  Xkixib’ij ki’ chuwäch Tepew
Column14,
Column14,  Man xkojb’e ta wi man yekäm ta ri itzel k’wayol b’e
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,"  E achij chïk, xeq’ajär"
Column14,
Column14,
Column14,"  Qitzij joye’ kiwäch, joye’ na wi pe kiwäch kiwinäq kuma kajawa’"
Column14,
Column14,
Column14,
Column14,
Column14,
Column14," Je ri’ ye’ajin ye’ajawär ja ri’ Rajamun, Xikitzal"
Column14,"  Xb’ekik’ulu’, xb’ekitojtob’ej kich’a’, kipokob’ kuk’in ri rajlab’al ri ajaw Ich’al Amulak"
Column14,
Column14,
Column14,
Column14,
Column14,"  Konojel ri tinamït xkiqasaj kan, xkichäk kan"
Column14,
Column14,
Column14,
Column14,
Column14,"  Xkaqo kiwäch, koyowal chi re kitata’"
Column14,"  Xe’ok chupam rochoch ri ajaw, chi ri’ Pan Peta’q"
Column14,
Column14,
Column14,
Column14,
Column14,  Ke re’ xyakatäj wi ri ch’a’oj ri’ kuma ri K’iche’ winäq
Column14,
Column14,
Column14,  Po manäq chïk
Column14,
Column14, K’a ri’ ronojel ri amaq’ xkikot ruma xkitïk jun k’ak’a’ kitinamit
Column14,  Ri K’iche’ winäq xekanäj kan kuyon
Column14,
Column14,  Xk’is ri tinamït ri’
Column14,  Xkiköl kan ri ruq’a’ tinamït chi kiwäch ri K’iche’ winäq
Column14,
Column14,
Column14,
Column14,  Xaläx pa ri q’ij Lajuj Aj
Column14,
Column14,
Column14,  Xaponisan rutzijol ri wayjal
Column14,
Column14,"  Xkikusaj kik’ub’ul, kitob’al tzyäq richin lab’al"
Column14,"  Xecha’:  Xa ja ruta’on, qak’axan na"
Column14,
Column14,
Column14,
Column14,"  Kani xq’ajan sik’, yuyub’, ch’ab’itun, xiwak"
Column14,
Column14,  Xeya’är chi kamïk
Column14,
Column14,
Column14,"  Töq xe’ok apo ri Aqajal winäq, xeya’är chi kamïk"
Column14,
Column14,
Column14,
Column14," Ye’ajin nkisöl lab’al chkij, xtikib’än lab’al chi qawäch"
Column14,
Column14,
Column14,  Kamel ta ri Aqajal winäq chuk’u’x Ka’i’  Junajpu’
Column14,
Column14,
Column14,
Column14,"  Xe’el ri ixoqi’ chi ri’,   Qitzij ja ri kaji’ chi ixoqi’ ri’, je nab’ey xe’el pe chi ri’"
Column14,
Column14, Xepaxin ki’ konojel
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,  Xa e ka’i’ ral rija’
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,"  Jun, ka’i’, oxi’ mul xkitojtob’ej ki’ kuk’in ri K’iche’ winäq"
Column14,
Column14,   Chi ruka’n q’ij k’a xachik’ ri ajaw Tunatiw
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,"  Xeqa qa chupam ri jul, xetoq’ kuma ri simäj"
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14, 
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,  Kani xkelesaj ri doctrina pa qach’ab’äl
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14, 
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14," Chupam ruq’ij San Francisco, pa lunes, xq’at tzij ruma Ramírez"
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,"  Chupam ri q’ij Circuncisión, pa lunes, nintz’ib’aj rere’ wawe’,  ruloman öj k’o wi chupam yawab’il"
Column14,
Column14,"  Ri ajaw don Martín xeruq’osij, xeruch’äy ri ajch’ameya’"
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14, Xq’alajin chi rija’ k’o retamab’al
Column14,
Column14,"  Xqak’utuj ri kicampana ri aj Pa Tulül, aj San Miguel"
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,  Ka’i’ tostones rajil ri ajtz’ib’ q’ij q’ij
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,  Man xrapäx ta
Column14,
Column14,
Column14,
Column14,"  K’o chi tiketamaj wi ri ulew, wi ri Tulül  ja richin ri kipopol ri tinamït"
Column14,
Column14,
Column14,
Column14, Oxi’ chi ke ri ajk’ay vino xerapäx
Column14,"  Achi’el xkisik’ij chuwäch ri ajaw, ke re’ xkitz’ib’aj kan"
Column14,  Ke re’ xetz’apïx kan ruma man choj ta kitzij
Column14,
Column14,
Column14,
Column14,
Column14,"  K’a ri’ xk’is ri tojik kisamaj ri kastilan winäq ri xkak’axaj ri ch’a’oj, ri xek’oje’ pa tinamït ruma ri k’ayewal"
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,
Column14, Majun chi ke ri ajawa’ xinkito’
Column14,  
Column14,
Column14,
Column14,
Column14,
Column14,
Column14,"  Xekimöl ri winaqi’ chi ye’ajin nkib’än k’ayewal ruk’in, ri e yujül pa qatinamït"
Column14,"  Wawe’ kib’i’: Gaspar Manrique, Juan Luís, Diego Xt’amer, ri ka’i’ ruk’ajol rija’ – Domingo, Bernardino Q’eqak’üch, Francisco Mestan, Andrés Nimapam, Francisco Ajtz’alam Aju’"
Column14,
Column14,
