Sentence,Sentiment
"  Nab’ey ri q’atoy tzij xkimöl ki’, xekipeyoj winaqi’ chi ri’ pa Santa María Magdalena Pa Tulül",String
 Ri juez aj San Lucas Toliman xutz’ib’aj kan chi rije’ jeb’ël xkich’äk chrij ri q’atonïk tzij ri xb’an,String
  Xoqa ruloq’ob’al qanimatata’ santo padre,String
"  Xoqa  wawe’ Tzolola’ don Bernardo, qacorregidor",String
"  Chi rujuwinäq q’ij richin ri ik’ noviembre, xetzijon waqxaqi’ q’anawinäq aj wawe’;  xetzijon wo’o’ kiq’anawinaqi’ ri aj Santiago",String
"  Don Miguel López, Gregorio Mayorca e alcaldes",String
  Xeyawäj k’ïy taq ak’wala’,String
  Ja rïn xinajin ninb’än nusamaj achi’el mayordomo töq xb’an,String
  Ruyon käq ruwäch ri qati’t ik’,String
"  Xpe nirak’axaj ri ch’a’oj kichin Pa Yan Ch’oköl, Pan Pati’, Pa Ko’on ruk’in rezagos, ri patan ri man xtojöx ta",String
 Ana xub’ina’aj,String
"  Chi ruka’n q’ij xb’erutz’eta’ ri raya, ri tz’ib’ ya’on chi kiwäch ri taq ab’äj pa ri kamib’äl, chi ri muqb’äl",String
"  Xe jun q’ij xk’oje’ chi ri’, ch’aqa’ xok pe Pa Yan Ch’oköl",String
"  Ri ajawa’, ri mama’aj xech’a’ojin chi rij gobernador chuwäch Audiencia",String
"  Aju’ Ch’inta’, don Ambrosio de Castellano, alguacil mayor xe’ok ruq’anawinaqi’ ri tesorero",String
  Xk’is ri tzijonem,String
"  Xb’erajilaj ri jay, ri winaqi’ chi ri’",String
"  Francisco Arana, Gonzalo de Guzmán e alcaldes",String
 Ana xub’ina’aj,String
  Xik’o chuwi’ Sub’a’,String
"  Xok chïk ruk’exel rutata’, rajawal B’ak’ajol",String
"  Xpe qaq’ojom pa rochoch dios  Chupam sábado xoqa qaloq’tata’ padre fray Cristóbal, guardián, achoj chire xloq’ wi",String
  Xketamaj nkiq’ojomaj ri órgano,String
"  Xok Pedro Mallén de Rueda, ruk’exel ri Valverde",String
  Xtaq apo chi ri’,String
"  Majani xkik’ïs ri wuj xe’ajin chrij,ri wuj ri nuk’üt, nuq’alajisaj ronojel rusamaj ri Valverde, töq xkäm",String
"  Chi q’equm, chi eleq’al xuk’utuj chre ri visitador, ri ajaw Mallén de Rueda",String
 Xok pa ri q’ij ka’i’ Toj,String
" Ruma ojob’, raxtew, k’atän xekäm ri winaqi’",String
  Xb’an justicia chi kij winaqi’ aj Santa Lucía,String
  Xkajo’ yikelesaj pa nusamaj,String
"  Ri Xajila’ man xkik’üt ta rutzijol kich’akat, kik’ojlem, kajawarem chuwäch justicia",String
"  E Ch’uti Pakal, Nima_Pakal, Xob’ob’in",String
  Ka’i’ tostones xya’öx,String
"  Ja re’ ruma rutzij, rumandar ri ajaw don Francisco, visitador",String
"  Don Bernabé Xajil, don Pedro Méndez B’ak’ajol e alcaldes",String
  Wawe’ chuwi’ Tzolola’ juley ajawa’ xe’oqa tik’ïl q’ij chupam jueves,String
"  Ri Xajila’ xech’ay kuma don Pedro, ruk’ajol q’etzam don Francisco;  ruk’ajol q’etzam Felipe; ruk’in Juan Luís",String
  Juq’o’ waqk’al tostones chïk rajowan,String
"  Konojel ri ajawa’, ri gobernador, ri alcaldes regidores, konojel ri kalpul xe’ok pa che’ ruma rajilaxik ri toj",String
  Ri oidor xrajo’ nuk’ül ta ri kuchuj,String
"  Xtz’et ri cuenta, ri cholajem rusiloxik pwäq richin lajuj juna’",String
   K’ïy ch’a’oj xq’alajin chi rij,String
  Xutöj jun tanaj kimulta,String
"  E Diego Läq, Gaspar Chululan, Francisco Arana, Francisco Díaz",String
  Ja ri q’anachuluj xk’amo richin,String
  Wolajuj q’ij chrij rukamik ruxib’al xkäm,String
  Xa xinlöq’ jun k’ak’a’ wochoch,String
  Nima_q’equ’m xb’anatäj,String
"  Francisco Díaz, Pedro Méndez e alcaldes",String
"  Ja töq xk’oje’ ri ajaw don Pedro Mallén, visitador",String
  Xq’ajan ri campana töq xe’ok konojel ri ajawa’,String
"  Xinkich’äy ri alab’oni’, ri Laqi’",String
  Xojchapatäj ruk’in ri ixöq,String
  Xb’etzolij pe Pan Amaq’ Ya’,String
"  K’a ri’ chi kiwäch padre fray Francisco de Figueroa, guardián, fray Gabriel de Sotomayor, ri oidor don Pedro de Aveto xuya’ pe chwe ri nuvara",String
  Xeruk’ulub’a’ kan ri ajaw,String
  Xb’erub’ana’ visita ruma ri nima_ch’a’oj ri xajin chi la’ Tujal,String
  Xkik’ül wok’al tz’um ximïl  chuwa che’,String
"  Don Juan Cortés, Mateo García e alcaldes",String
  Man ki’ ta ruk’u’x chupam ri samaj,String
"  Majani tz’aqät  rujuna’  Alonso Barrientos pa ri samaj ri’, ja rija’ ri xk’oje’ achi’el corregidor",String
" Xipe México chi Tenochtitlan ruk’in ajaw fray Bernardino Cipriano, comisario",String
  Xjach chi qawäch kuma ri justicias,String
"  Don Miguel López, Pablo Ximénez e alcaldes",String
 Xok presidente richin ri Audiencia chi la’ Santiago Pan Q’än,String
  Xa xe xtz’ib’äx ri kib’i’ ri kajaw ri jay wi e nima’q winäq,String
"  Francisco Díaz, Pedro Méndez e alcaldes",String
  Ïn q’ab’arinäq,String
  Xaläx ruloman yinajin yik’oje’ wawe’ San Miguel Popoya’,String
 Chi licencia ruma Audiencia mil tostones xel chi caja de comunidad,String
"  Francisco Díaz, don Pedro Méndez, Juan Cortés e alcaldes",String
"  Don Bernabé, Bernabé Saín e alcaldes",String
  Qitzij chupam re q’ij re’ xq’equmär ruwäch ri q’ij,String
"  Don Pedro Méndez, don Juan Cortés e alcaldes",String
  Majani nik’aj aq’a’ töq xchup,String
"  Ja k’a ri don Ambrosio kani xuche’ej ruk’u’x, xiruq’ejela’ töq xinoqa",String
  Ri don Ambrosio xrajo’nuqäj ri pwäq,String
 Man ajilan ta ri chäj e jokon el ruma ri ya’,String
"  Xb’anatäj töq ri achi’a’, ixoqi’, akw’ala’ ye’ajin nkich’äj ronojel ri tinamït",String
"  Don Miguel López, Pablo Ximénez e alcaldes",String
"  Kani xokesäx luto kuma konojel ri ixoqi’, achi’a’",String
   Wawe’ San Juan xekotz’iyaj,String
  Ja oxi’ ik’ chrij ri ch’ayonïk ruk’in don Carlos,String
  Xoqa pe tzij chi Castilla chi tuyojo’ ruresidencia ri presidente,String
  Ja k’a chi ri q’ij b’eleje’ Aj xkäm,String
  Chupam ri k’ak’a’ juna’ ri dios xerutäq el waqi’ chïk,String
" Richin ri muquj xqalöq’ pe jun túnica, rajil waqi’ tostones",String
"  Rija’ nume’al, rana’ Gaspar",String
  Wawe’  nk’is ri tanaj akuchi’ nintz’ib’aj kan kib’i’ nukaminaqi’,String
"  Wakamïn chi ri rujuwinäq q’ij richin ri ik’ enero, xinoqa wawe’ Tzolola’, rïn Francisco Díaz",String
 Xelesäx ruvara,String
 Xub’än rusentencia,String
  Pa lajuj Aj xinoqa,String
"  K’a ri’ julajuj q’ij chrij, chi wo’o’ Kawoq  xikuqub’äx chïk wawe’ pa rochoch dios",String
  Xchap kuma q’ab’arela’ ri xek’oje’ pa rochoch Esteban Martín,String
  Chupam sábado xoqa rumesa ruk’in,String
  Re ulew re’ xuya’ kan ri q’etzam numama’ chew,String
" Don Ambrosio, Pedro Méndez e alcaldes",String
 Xetzolin ri itzel taq ajxik’ chikopi’,String
  Ruma ri’ xpax,String
"  Xpe ch’a’k  chi kij ri ixoqi’, ri achi’a’",String
"  Don Juan Cortés, Pablo Ximénez e alcaldes",String
  María xub’ina’aj,String
 Xpe kuma ri kaqakastilan winäq ri e k’o chupam ronojel qajuyu’,String
"  Oxi’ q’ij chrij, chi oxi’ Kamey, xb’e Santiago",String
  Rije’ e Simaji’,String
  Xaläx rume’al  ri ajaw rey kastilan,String
  Don Ambrosio alcalde,String
  Rïn ïn Francisco Díaz,String
  Ri k’isib’äl taq rutzijol xe e jun ti retal ri wuj,String
" Don Pedro, Cristóbal e alcaldes",String
  Chuwäch xpe jun ch’a’oj,String
" Larias, q’ab’arinäq, xuyäk royowal ruk’ajol",String
"  Xek’oje’ chïk ri alcaldes Wakamïn k’o jun rox, Pedro Mejía",String
"  Xkitz’ib’aj kan ronojel ri xb’anatäj, chi ri nab’ey taq ati’t, mama’aj, k’a ri kokem ri kaxlani’ pa Iximulew, k’a pa 1619",String
"  Rije’ k’a e qatata’, qamama’, ïx nuk’ajol, pa Tulan",String
"  Ja re’ ri kitzij, xecha’: “K’a ch’aqa palow xojpe wi",String
" Jun Tzanat, Q’uq’uchom kib’i’ri xeme’alan, xek’ajolan Q’eqak’uchi’",String
"  Chi releb’al q’ij xk’oje’ jun tinamït rub’ini’an Tulan;  jun chïk Tulan xk’oje’ pa xulan, pa ruqajib’al kaqiq’;  jun chïk xk’oje’ pa ruqajib’al q’ij",String
" Xojaläx wi pe, xojk’ajoläx wi pe",String
"  Töq xuk’äm pe kejqa’n ri wuqamaq’, wuquch’ob’ ajlab’al, xojchole’ na",String
"  Jïx k’a! Tiwila’ ijuyub’al, itaq’ajal!   K’a chi la’, k’a ch’aqa palow, k’o wi ijuyub’al, itaq’ajal, ïx nuk’ajol",String
"  Kik'amon chïk k'a kejqa'n konojel ri wuqamaq', ri ajlab'al",String
  Xepe ri Tuquche’,String
 Maki xa ke re’ xkatxamb’eyaj,String
"  Mani kixwär wi: kixch’akatäj wi, mani kixch’akatäj wi",String
" “Kixkäm!  Kixsach!  Ïn ilab’, ïn retal ri ikamik petenäq,” xcha’ pe ri chiköp chi qichin",String
"  Xch’a’o, xch’on pe ke ri’: “Ïn ilab’,” xcha’",String
"  Jujun xexule’,  jujun xejote’ chi qichin qonojel",String
"  Chi Yol, Chi Ab’aq rub’i’ juyu’ akuchi’ xilitäj wi,  akuchi’ xkïl ri’",String
"  “La rija’ qalab’on, qak’ulel? Qotz’eta’,  jo’ tiqetamaj!” xecha’ k’a",String
"  Xeqaj k’a apo Ch’ol Amaq’, Sukitan",String
  Ke re’ xa e mem,String
"  Xojel chïk ruk’in Mewak Nakxit, qitzij chi nima_ajaw",String
"  Xe’ajin nb’an taq xajoj: kixajoj ri xnam masat, ixöq masat, xnam tz’ikin, ixöq tz’ikin, ruya’l k’aqol masat, rukolo’ k’aqol masat, xuk’ tzara’",String
  Ri juley xe’el el chïk k’a chi ri’,String
  Ri saqkorowäch ja ri kijaleb’al ri Kaweqi’,String
"  Xcha’ Q’aq’awitz chi re Saktekaw:  “Qoq’ax chuwi’ siwan, kojq’ax apo!”  “Ütz k’a,” xcha’ ri Saktekaw",String
  Qitzij tixib’in ruq’aq’al ri petenäq chupam ri juyu’,String
"  Xa se’ël chuwi’ choj, nsilon pa ruwi’ ri ya’",String
"  K’a ri’ xetz’et chïk k’a chi näj ri Kaqixajay, K’ub’ulajay kib’i’",String
  Qitzij nxib’in rija’,String
"  Xtiqetaj q’ij, säq chi popol wäch",String
 K’ate xrip ruq’a’ chuwäch che’,String
" K’a ri’ xecha’ k’a: “Qo’ik’o, kojik’o apo chupam re choy re’!”  Xa k’a ajilan, xa jujun ok xe’ik’o apo",String
 Xutz’ët chi konojel ri wuqamaq’ xe’el k’a apo chi ya’,String
 Xkanaj kan kuk’in ri Nik’aj Ko’on ke re’ kib’i’,String
" Xa k’a jala’ chïk man n ta chi ri’, xe jub’a’ rajowan richin ri saqirisanïk",String
"  “Kixnab’eyaj, ïx nujay, nuchinamit!  Tib’ana’ apo qatz’aq, qib’aj, qochoch! Xa jala’ chïk ma n ta",String
"  Kani xatinisäx chupam ri atinib’äl, rukusan q’e’l, kuku’",String
"  Manäq kitzyaqb’al, manäq kiq’u’, manäq kichinaj",String
"  K’omaqa’ rub’i’ ri nab’ey qati’t ri xojb’oso, öj Xajila’",String
"  Xa na wi pe räx q’ol, räx ruwa chäj, räx jox, räx jomet, räx rij chäj; xa k’a ral chiköp, mes, retal aq’a’ xk’at chuwäch ri k’axtok’",String
" B’a la xepe wi, akuchi’ na e elenäq wi pe?  Xa k’ate xeq’alajin pe chuwäch ri juyu’",String
"  Xe’apon chïk Pan Che’, Chi Q’ojom",String
"  Xa wi chi ri’ xe’ewäx, xemuqe’ wi kan chupam kisaqirib’al Pa Raxone’",String
"  Xech’on apo chi ke: “Xojoqa pe, ïx qate’, qanam, qach’alal",String
 Rija’ kawajal ri Ka’oqe’,String
"  Ri Q’alel Xajil, Ajuchan Xajil xecha’: “Tib’e ri nab’ey qapatan",String
  Xe’apon k’a ruk’in Tepew,String
  Xeb’ek’amo’ kipatan ri taq amaq’,String
  Xerijïx chi kik’ajolal,String
"  Xecha’ k’a: “Xojiq’alab’a’, ïx Ajtz’ikinajay!  Xtoyewär Tepew chi qij",String
  Röj qak’axan kitzij,String
 Xkikot ronojel ri amaq’ töq xe’apon chïk,String
  Ka’i’ B’atz’ xok Ajpop K’amajay,String
  Ri jun chïk xeruk’ajolaj wo’o’,String
  Ja re’ rajawarem jun,String
  Je kaka’ kik’ajol ri ajawa’ xe’ok chi ajawarem,String
"  Qitzij xek’oje’ k’ïy kitinamit, kijuyub’al",String
"  Chuqa’ xk’oje’ ri ruk’ajol ajpop Kupilkat, xk’oje’ jun ri xk’ase’",String
" Iqomaq’ ja ri rub’i’ kitinamit rije’, ri nab’ey kitinamit",String
"  Xe pa konojel re taq juyu’ re’: xepe chi ri’ Pan Tzik, Pa Raxone’, Yalab’ey Simajijay, Pan Che’, Chi  Q’ojom, Chi Awär, Tz’upitaq’aji’, Nik’aya’, K’otoxul",String
  Ma ja xepax ri Aqajal winäq,String
"  Achi’el xintz’ib’aj kan töq xkäm ri ajaw Sitan K’atu’ xb’iyin kajawarem qamama’ chi kiwäch, x kisäch kuchuq’a’",String
  K’a ri’  xajawär k’a ajaw alinam;  xajawär chïk ajaw Xt’amer Sakentol,String
 Konojel kiwinäq ri ajawa’  e b’enäq kuk’in,String
  Ri ajaw K’iqab’ nq’aq’är chi ajawarem,String
"  Xkiqasaj, xkichäk taq ch’uti amaq’, taq nima_amaq’, konojel ri taq siwan tinamït",String
"  ajch’a’, ajpokob’",String
"  Xe’ok na chi ajawarem töq  k’a nq’aq’är ri ajaw K’iqab’,  töq joye’ kiwäch ri Sotz’il, Tuquche’",String
  Ja ri’ Sitan K’atu’ rutata’ ri Tijax Kab’laj,String
"  Qitzij nxib’in kuchuq’a’,  kan qitzij xe’achijïr, xe’ok q’aq’aläj taq ajlab’al",String
"  Ke re’ xkib’än qamama’; xkitïk, xkijotob’a’ tz’aq pa  ri tinamït Chi Awär ruloman ye’ajin nkiqasaj ri juley taq k’ojlib’äl",String
"  Ri K’iche’ winäq xkajo’ ri ruchinamital ri K’iqab’ achi’el kisamajela’, rije’ xkajo’ kipatan",String
"  Tata’ Yak  rub’i’ jun,  Aj Itza rub’i ri jun chïk",String
  Jutaq ch’ob’ ajpopo’ xek’oje’,String
"  Xuya’ kajawarem, kajpopol chi ke ri achija’",String
"  Ke re’ xk’am q’aq’al chi ri amaq’ ojer, ïx qak’ajol",String
"  Xa ja jun ixöq ri xyako chïk ch’a’oj chi kij ri Sotz’il, Tuquche’",String
"  Ri K’iche’ winäq xkijikib’a’ kikamik ri Sotz’il, Tuquche’",String
  Majun ruma ta nqab’än ta lab’al,String
"  Ja k’a chi oxlajuj Iq’, xe’apon Xe K’at B’a Yaki’",String
  Ri wuqamaq’ xkik’äm kikowil konojel ri taq amaq’,String
  Xa petenäq chïk lab’al,String
"  Chaqi’j Ya’, Pa Xiwanul kib’i’ ka’i’ chi kitinamit",String
"  Ke re’ xkib’än  chuqa’ kuk’in ri aj taq’aj, ri aj Itz’iyule’, aj Xe’ Ab’äj, aj Saqk’üch Ab’äj",String
  Tikïl chïk kan ri tinamït töq xekäm ri ajawa’,String
  Sib’aqijay Ix’imox rub’i’ ri rixjayil ri ajaw Wuqu’ B’atz’,String
"  Man kimestan ta kan kitzij kitata’, kimama’",String
"  Xk’oje’ na ri ajaw Oxlajuj Tz’i’ töq xajawär ri Kab’lajuj Tz’i’, najin najawär ri ruch’uti_ tata’ Kab’lajuj Tz’i’ töq rija’ xuchäp samaj achi’el k’wayol b’ey",String
"  Ja k’a töq ye’ajin ye’ajawär ri ka’i’ ajawa’ K’iche’, Tepepul, Istayul kib’i’",String
  Chanin xe’el pe,String
  Majani xketamaj chi xtipe lab’al kuk’in ri K’iche’a’,String
  Xeb’etz’elawachin chïk pa b’ey akuchi’ xkeqa pe ri K’iche’a’,String
"  Xramatäj ri b’ey, xk’oje’ ri juch’ob’ ajlab’äl chi kij ri K’iche’a’",String
"  Kani na wi pe xpa’e’ ri taq kilaqam,  Xeq’ajan k’a sub’aq, xul, ch’ab’itun, xiwak",String
  Najin najawär Ich’al Amolak,String
  “Ütz tipe!  Kani xtiqachüp ruwäch,String
"  K’a ri’ ri Ich’al xcha’ kan rupixa’ chi rochoch: “Ruk’in jub’a’ töq yinel apo,  man xkitzolin ta pe",String
  Ri Kaqchikel achija’ b’anoninäq chïk töq xe’apon ri kik’ulela’,String
  Je q’aq’aläj taq achija’,String
"  Xek’oje’ chïk k’ïy Aqajala’ pa kitinamit K’axk’an, Ralab’il Ik’, Q’uq’ujuyu’, Wuqu’ Siwan",String
" Ri ajaw Wo’o’ Kawoq, aj Tz’ikinajay, xrachk’ulchi’ij",String
"  Jun chïk tzob’aj ri Aqajal xek’oje’ pa Tza’m Chik’ib’, e okinäq kuk’in ri Kaqchikela’",String
"  Ri Tuquche’ xkitäq apo kiq’anawinaqil, ri xtikitzijoj achike kitz’eton, achike k’ulwachitajinäq",String
  Ja chi julajuj Aj xb’an yujuj,String
"  Kani xq’ajan rusub’aq,  ruch’ab’itun, ruxul rajlab’al ajaw Ka’i’ Junajpu’",String
"  Xkib’än jun kotz’i’j, jun xukulem, mejlem",String
"  Xepe achija’ aj Tib’ak’oy, aj Raxaqän",String
  Kani xepaxin ki’,String
"  E b’enäq jun tzob’aj, jun tanaj ri aj Tib’ak’oy kichin ri K’iche’ chrij ri yujuj chi Iximche’",String
"  Ruq’aq’al ri Sinajitoj xrajik’o chi kiwi’ ri juley taq ajawa’, xe jub’a’ rajowan richin ta ja rija’ ri q’aq’aläj ajaw",String
  Xkamisäx ri ajtzij winäq aj Moxnay,String
  Xa jub’a’ ajowan richin ta tutz’aqatirisaj ruka’n juna’ richin ri yujuj xekäm ri Tz’utujile’ pa Saqkab’,String
  Xb’eruk’ulwachij achi’el xb’anatäj kuk’in ri Tuquche’,String
"  Rije’ xkipatanij, xkitöj kipatan chi re ri ajaw Kab’lajuj Tijax",String
  Ri Yaki’ xkitün ki’ kuk’in ri Aqajal winäq,String
  Xekäm chïk Aqajal winäq chuwäch juyu’,String
  Chi ri’ Xe Palika’ xeya’är wi chi kamïk,String
  Qitzij chi nimaq’aq’al xb’an,String
  Qitzij chi nxib’in ruq’aq’al chi ajaw,String
  Konojel ri kaji’ chi amaq’ xkiya’ kitzij chi re töq xajawär ajaw Jun Iq’,String
  Ri nab’ey ral ja ri ajaw Jun Iq’,String
  Ja ri rixnam xalan ri B’eleje’ K’at,String
"   Ri Lajuj No’j  ruk’in ri Jun Iq’, ri nab’ey ruk’ajol ri ajaw Oxlajuj Tz’i’, xek’oje’ chi ajawarem",String
"  Chi jun Toj xe’apon ri Yaki’, rusamajela’ ajaw Moteksumatzin, rajawal aj México",String
"  Ri imama’ xajin k’a nima_rajpop achin chi ri’ töq xe’ok lab’al ri K’iche’a’, ïx nuk’ajol",String
 Ke re’ chi ri q’ij oxi’ Kawoq ri uti’ ri’ xe’ik’o ojer pa tinamït chi Iximche’,String
  Qitzij xexib’in chi sak’ xe’ik’o ojer,String
  Xyoj ri tinamït ruma q’aq’,String
"  Xkiya’ ki’ chi kiq’a’ imama’, kajawa’ Kaqchikel",String
"  Ke re’ k’ïy nima’q rajpop achi’a’, ruq’alel achi’a’  xkiya’ ki’ chi ri’",String
  Chi waqxaqi’ Q’anil xlaq’ab’ëx ri tz’aq,String
" Xekik’ulwachij ki’ kach’ob’, ka’i’ mok ajchay, ka’i’ tanaj ajlab’al kuk’in ri K’iche’ winäq",String
  Qitzij nxib’in chi kamïk xik’o ojer,String
  Xekäm ruma ruyab’il ch’a’k,String
"  Qitzij xajin yechuwin, yeq’ayin,  chi kamïk ri winäq töq xekäm qatata’, qamama’",String
  Ri don Pedro man xkäm ta ruma ri ruyab’il ch’a’k,String
"  Röj öj ch’uti’q qonojel töq xekäm ri winaqi’, töq xojkanäj kan meb’a’i’",String
"  Xa jun chi ke xkolotäj, ri B’eleje’ K’at man xkäm ta ruma ri yab’il",String
"  Xe’apon ajawa’ aj Tz’ikinajay, aj K’isijay, xokikolo’ el ki’, xkajo’ nkiköl kan ki’ chi Iximche’ ruma yujuj",String
  Ri aj Tz’ikinajay ri xkib’än yujuj chi kiwäch kajawa’ xeya’är chïk chi kamïk,String
  Chuqa’xe’el pe k’ïy Tz’utujile’ ojer pa tinamït,String
"  Xa kuyon winaqi’, samajela’ xekanäj kan, xek’ase’;  manäq chïk ri k’amol taq b’ey",String
"  Jun juna’ chrij kikamik, xink’äm pe ixöq",String
 K’a rujulaj juna’ xtikïr lab’al,String
  Chi jun Q’anil xkäm K’iche’ winäq chi ri’ kuma ri kastilan winäq,String
"  Xeb’oqotäj, xe’oqotäj el ri K’iche’ winäq",String
  Kani xya’ patan kuma K’iche’ winäq,String
  Man ik’owinäq ta ruk’u’x Tunatiw chi lab’al,String
"  Kani k’a xb’ek’ulu’ el Tunatiw kuma ri ajawa’ B’eleje’ K’at, Kaji’ Imox",String
  Xuk’utuj achike ri kik’ulela’ ri Kaqchikela’,String
" Ri winaqi’ chi ri’ e Yaki’, yech’on Nawat, achi’el ri aj México",String
"  Töq tzolinäq yan Tunatiw, xuk’utuj jun kime’al ajawa’",String
  Xa kani xkaqär Tunatiw chi ke ajawa’,String
"  Xkitïj chïk k’a ri ajawa’ ruq’ipuxik, chi tuqasaj  ri rajil",String
